Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor,Subsector
GalaxyCard,FinTech,,450000.0,Gurugram,GalaxyCard is a mobile based Instant Credit Card.,2021,2017.0,Amit Kumar,JITO Angel Network,
Bella Vita Organic,HealthTech,,10000000.0,Gurugram,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,2021,2018.0,Aakash Anand,Ananta Capital,
SmartCoin,FinTech,,10000000.0,Bangalore,India's Most Preferred Instant Loan App,2021,2016.0,"Jayant Upadhyay, Amit Chandel, Rohit Garg","Northern Arc, Vivriti Capital",
MYSUN,Solar,,2000000.0,Delhi,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes",2021,2016.0,Gagan Vermani,TATA Cleantech Capital,
Sea6 Energy,Biotechnology,Series B,9000000.0,Bangalore,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.",2021,2010.0,"Sailaja Nori, Nelson Vadassery, Sowmya Balendiran, Shrikumar Suryanarayan",Aqua-Spark,
Beco,Consumer Goods,Seed,500000.0,Mumbai,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable.",2021,2018.0,"Aditya Ruia, Akshay Varma, Anuj Ruia",Climate Angels Fund,
OneCode,Tech,,5000000.0,Bangalore,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services",2021,2020.0,"Manish Shara, Yash Desai","Sequoia’s Surge, Nexus Venture Partners",
MedPay,InfoTech & Services,Seed,1200000.0,Bangalore,MedPay® is building the real-time claims adjudication platform for health insurers.,2021,2020.0,"Arun Bhatia, Ravi Chandra","Entrepreneur First (EF), GrowX Ventures",
Inshorts,Tech,,60000000.0,Noida,Built Inshorts with a promise to deliver news,2021,2013.0,Azhar Iqubal,Vy Capital,
Digantara,SpaceTech,Seed,2500000.0,Bangalore,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage",2021,2018.0,"Anirudh N Sharma, Rahul Rawat, Tanveer Ahmed",Kalaari Capital,
Aqgromalin,AgriTech,Seed,700000.0,Chennai,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.,2021,2018.0,"Prasanna Manogaran, Bharani CL",Zephyr Peacock,
Square Yards,Real Estate,,25000000.0,Gurugram,India’s largest tech enabled Real Estate Brokerage and Mortgage Marketplace,2021,2014.0,Tanuj Shori,ADM Capital,
OYO,Hospitality,,660000000.0,Gurugram,OYO is a global platform that empowers entrepreneurs and small businesses with hotels and homes by providing full-stack technology,2021,2013.0,Ritesh Agarwal,"SoftBank Vision Fund, Hindustan Media Venture",
Ola Electric,Automotive,Debt Financing,100000000.0,Bangalore,Ola Electric - The future of mobility is here.  Charging ahead to accelerate the world’s transition to sustainable mobility.,2021,2017.0,Bhavish Aggarwal,Bank of Baroda,
Bikry app,Consumer software,,1300000.0,Noida,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission",2021,2019.0,Abhishek Bhayana,YCombinator,
Oliveboard,EdTech,,3000000.0,Bangalore,Oliveboard is the top exam preparation platform for Banking & Government Exams.,2021,2012.0,"Abhishek Patil, V Satish Kumar",IAN Fund,
Trell,Social commerce,Series B,45000000.0,Bangalore,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.,2021,2016.0,"Pulkit Agarwal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Mirae Asset, H&M",
Kredent,EdTech,,1000000.0,Kolkata,Kredent Academy is the unique concept where financial market professionals have taken the onus of creating a strong knowledge bank in their area of expertise,2021,2008.0,"Vineet Patawari, Vivek Bajaj, Vinay Pagaria",Kotak Securities,
EasyAspataal,HealthTech,Seed,500000.0,Mumbai,India’s First Digital Admission Desk for Hospitalisation.,2021,2020.0,"Manoj Gupta, Gunjali Kothari",Venture Catalysts,
Pankhuri,Social community,,3200000.0,Bangalore,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs.",2021,2019.0,Pankhuri Shrivastava,Sequoia’s Surge,
Arcana,InfoTech & Services,Seed,370000.0,Bangalore,Arcana is the Storage Layer of Ethereum.,2021,2019.0,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary",Balaji Srinivasan,
Aquaconnect,Fishery,Pre-series A,4000000.0,Chennai,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,2021,2017.0,Rajamanohar,"Rebright Partners, Flourish Ventures",
Vah Vah!,EdTech,,1800000.0,Bangalore,A mission to educate India and make its young and dynamic population job ready.,2021,2020.0,"Shailesh Daxini, Akash Senapaty, Muthukaleeshwaran Subbiah",Sequoia Capital India,
LetsDressUp,Fashion,Pre-series A,300000.0,Gurugram,Building India's version of Stitch Fix,2021,2019.0,Aditya B,"Titan Capital, Sequoia Capital",
Sapio Analytics,Tech,,150000.0,Mumbai,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.,2021,2019.0,"Ashwin Srivastava, Hardik Somani, Prashant Nikam",Parthiv Group,
Pratilipi,Online storytelling,,48000000.0,Bangalore,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.",2021,2015.0,Ranjeet Pratap Singh,"Krafton Inc, Omidyar",
Ati Motors,Automotive,Pre-series A,35000000.0,Bangalore,Autonomous industrial vehicle maker,2021,2017.0,"Saurabh Chandra, Saad Nasser","Blume Ventures, Exfinity Venture Partners",
peAR,Deeptech,Pre-series A,300000.0,Mumbai,An AR / VR tech based Start-up in Mumbai.,2021,2018.0,"Dharmin Vora, Dhruvesh Mehta, Parth Vora",Inflection Point Ventures,
Gourmet Garden,Farming,,3000000.0,Bangalore,"100% contamination free, pesticide free naturoponically grown vegetables.",2021,2019.0,Arjun Balaji,"Beyond Next Ventures, M Venture Partners",
The Sleep Company,Consumer Goods,Pre-series A,1000000.0,Mumbai,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,2021,2019.0,,Fireside Ventures,
ION Energy,Automotive,Pre-series A,3600000.0,Mumbai,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage,2021,2016.0,Akhil Aryan,,
Digit Insurance,Insuretech,,200000000.0,Bangalore,"Digit becomes the first Unicorn of 2021, valued at $1.9B.",2021,2016.0,Kamesh Goyal,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",
FRAAZO,Food and Beverages,Series A,11000000.0,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021,2020.0,"Atul Kumar, Aashish Krishnatre","Sixth Sense Ventures, NABVENTURES",
Licious,Food and Beverages,Series F,192000000.0,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,2015.0,"Abhay Hanjura, Vivek Gupta","Temasek, Multiples PE",
WinZO,Gaming,Series C,65000000.0,Delhi,WinZO is the largest social gaming and entertainment platform in India.,2021,2018.0,Paavan Nanda,Griffin Gaming Partners,
Furlenco,Consumer Goods,,100000000.0,Bangalore,Furlenco is a different furniture company.,2021,2012.0,Ajith Mohan Karimpana,Zinnia Global,
Skylark Drones,Aviation,Pre-series A,3000000.0,Bangalore,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",2021,2014.0,Mughilan Thiru Ramasamy,"InfoEdge Ventures, IAN Fund",
TWID,FinTech,,2500000.0,Bangalore,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions",2021,2020.0,"Amit Sharma, Amit Koshal, Rishi Batra","BEENEXT, Sequoia’s Surge",
MyMobiForce,Tech,Pre-series A,1400000.0,Noida,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India",2021,2018.0,"Dheeraj Khatter, Himanshu Kumar, Kshitiz Saini",Bharat Inclusion,
Pine Labs,InfoTech & Services,,600000.0,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,2021,1998.0,Amrish Rau,"Fidelity, BlackRock",
Genworks Health,HealthTech,,2000000.0,Bangalore,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,2021,2015.0,S Ganeshprasad,Blacksoil,
Neverinstall,InfoTech & Services,Seed,370000.0,Bangalore,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,2021,2019.0,"Lakshmana Pasala, Ram Pasala",Speciale Invest,
BeatO,HealthTech,Pre-series B,5000000.0,Delhi,ULTIMATE app to manage chronic conditions.,2021,2015.0,Gautam Chopra,W Health Ventures,
Earth Rhythm,Consumer Goods,Seed,1200000.0,Gurugram,A mission to make customers healthier and Earth a little greener.,2021,2020.0,Harini Sivakumar,Anicut Angel Fund,
Fountain9,Tech,Seed,1900000.0,Mumbai,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.",2021,2019.0,"Niki Khokale, Rajas Lonkar","021 Capital, Y Combinator",
Rockclimber,Food and Beverages,,1000000.0,Bangalore,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,2021,2019.0,"Deepak Poduval, Hariprasad Shetty",Anand Prakash Sharma,
SpEd@home,EdTech,,300000.0,Mumbai,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",2021,2020.0,Dhaval Mody,,
Green Soul,Consumer Goods,,200000.0,Ambernath,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,2021,2016.0,Ravi Khushwani,velocity.in,
Shiprocket,Logistics,Series D,41000000.0,Delhi,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,2021,2012.0,"Saahil Goel, Akshay Ghulati","March Capital, Tribe Capital",
DealShare,Retail,,144000000.0,Bangalore,The next generation disruptive (social) e-commerce product for the masses.,2021,2018.0,"Rajat Shikhar, Vineet Rao, Sourjyendu Medda",Tiger Global,
Teachmint,EdTech,Pre-series B,20000000.0,Bangalore,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,2021,2020.0,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Learn Capital,
Vahak,Transportation,Pre-series A,5000000.0,Bangalore,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,2021,2017.0,"Vikas Chandrawat, Karan Shaha",RTP Global,
goSTOPS,Hospitality,Pre-series A,1000000.0,Delhi,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,2021,2014.0,"Pallavi Agarwal, Pankaj Parwanda","IAN, Yuj Ventures",
Powerplay,Construction,,5200000.0,Bangalore,Powerplay helps simplify end to end Construction and Architecture project management.,2021,2020.0,"Shubham Goyal, Lesh Dixit","Sequoia’s Surge, Accel Partners",
Delhivery,Logistics,Series H,270000000.0,Gurugram,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.",2021,2011.0,"Bhavesh Manglani, Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Fidelity, GIC",
Avishkaar,EdTech,Pre-series A,600000.0,Delhi,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,2021,2014.0,"Rajeev Gaba, Tarun Bhalla",Auxano,
Jobsgaar,Job discovery platform,Seed,140000.0,Delhi,India's first District level/ Hyper Local Job discovery platform,2021,2020.0,Atul Pratap Singh,SucSEED Indovation Fund,
Breathe Well-being,HealthTech,Pre-series A,1000000.0,Delhi,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,2021,2015.0,"Aditya Kaicker, Rohan Verma","Stanford Angels and Entrepreneurs India, Anjali Bansal",
Good Health Clinic,HealthTech,,5000000.0,Hyderabad,Full Stack Digital Health Clinic,2021,2021.0,Samarth Sindhi,Khosla Ventures,
Urban Company,Home services,Series F,250000000.0,Delhi,Urban Company is an India-based company providing a marketplace for freelance labor.,2021,2014.0,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan","Vy Capital, Wellington Management",
MYBYK,Rental,Pre-series A,1000000.0,Ahmedabad,MYBYK is an app that provides premium bicycle sharing and rental service.,2021,2014.0,Arjit Soni,Avon Cycles,
Locus,Logistics,Series C,50000000.0,Bangalore,Locus is an intelligent decision-making and automation platform for logistics.,2021,2015.0,"Geet Garg, Nishith Rastogi","Blume Ventures, Exfinity Venture Partners",
Crejo.Fun,EdTech,Seed,3000000.0,Bangalore,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,2021,2020.0,Vikas Bansal,"Matrix Partners India, 021 Capital",
Bambinos,EdTech,Seed,500000.0,Bangalore,Cohort based extracurricular course for kids,2021,2020.0,"Ashish Gupta, Ankit Hetamsaria","HNIs, Angels",
KreditBee,FinTech,,8000000.0,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,2018.0,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","NewQuest Capital Partners, Motilal Oswal Private Equity",
Spardha,EdTech,Pre-series A,400000.0,Pune,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",2021,2016.0,"Saurabh Srivastav, Amrita Srivastav",Inflection Point Ventures,
Holisol,Logistics,,3000000.0,Delhi,HoliSol Logistics Is a Supply Chain Operations Company!,2021,2009.0,"Manish Ahuja, Naveen Rawat, Rahul Dogar","BlackSoil, CLSA Capital Partners",
Now&Me,HealthTech,,1000000.0,Delhi,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.",2021,2018.0,"Bani Singh, Drishti Gupta","Saama, Whiteboard Capital",
Fyllo,AgriTech,Seed,400000.0,Bangalore,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,2021,2019.0,"Sudhanshu Rai, Sumit Sheoran","Indian Angel Network, Titan Capital, Lead Angels",
Blaer Motors,Transportation,,300000.0,Chennai,Meant to augment human power and not completely replace it,2021,2014.0,Abinesh Ekambaram,The Chennai Angels,
Swiflearn,EdTech,Pre-series A,3000000.0,Gurugram,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,2021,2019.0,"Abhinav Agarwal, Anand Bakode","Venture Highway, Stellaris Venture Partners",
QuickSell,E-Commerce,Pre-series A,2000000.0,Mumbai,B2B Mobile Commerce Platform,2021,2017.0,Deepak Bhagchandani,"Sanjay Baldwa, Ajay Jain",
Truemeds,Heathcare,Series A,5000000.0,Mumbai,Truemeds is a health-tech startup.,2021,2019.0,"Akshat Nayyar, Kunal Wani",InfoEdge,
Candes,E-Commerce,,3000000.0,Delhi,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,2021,2015.0,"Sandeep Aggarwal, Vipin Aggarwal","Nitin Passi, Ruchirans Jaipuria",
MediBuddy,Heathcare,,3000000.0,Bangalore,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",2021,2000.0,"Satish Kannan, Enbasekar","Stride Ventures, InnoVen Capital",
F5,Food and Beverages,Pre-series A,300000.0,Delhi,F5 is a foods and beverages company.,2021,2018.0,"Lalit Aggarwal, Raghav Arora","Venture Catalysts, Jeevak Gupta",
Capital Float,FinTech,,6000000.0,Bangalore,Capital Float is an online platform that provides working capital finance to SMEs in India.,2021,2013.0,"Gaurav Hinduja, Sashank Rishyasringa","Triodos Investment Management, SAIF Partners",
IntelleWings,IT startup,Seed,100000.0,Panchkula,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",2021,2019.0,Pramod Sharma,,
Shyplite,Logistics,,1000000.0,Delhi,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,2021,2016.0,"Nisschal Jain,  Sugam Jain, Parinay Itkan",N+1 Capital,
Refyne,FinTech,Series A,20000000.0,Bangalore,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,2021,2020.0,"Chitresh Sharma, Apoorv Kumar","DST Global, RTP Global",
Greenjoules,Renewable Energy,Series A,4500000.0,Pune,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,2021,2018.0,"R. Sethunath, V S Shridhar, V. Radhika, Viraraghavan Sankaran",Blue Ashva Capital,
MentorKart,Consulting,Seed,150000.0,Delhi,MentorKart™ helps to fulfil dreams and take that big step towards success.,2021,2018.0,"Ashish Khare, SK Mohanty","Amit Singal, Manish Aggarwal",
Leverage Edu,EdTech,Debt Financing,2000000.0,Delhi,AI-enabled marketplace designed to help students with their higher education and career growth plans,2021,2017.0,Akshay Chaturvedi,"Trifecta Capital Advisors, Blume Ventures",
Kale Logistics,Logistics,Series A,5000000.0,Thane,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,2021,2010.0,"Amar More, Vipul Jain",Inflexor Ventures,
CustomerGlu,CRM,,320000.0,Bangalore,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,2021,2016.0,"Prateek Gupta, Raman Shrivastava, Sumant US","Kumar Aakash, Amit Singhal",
Cell Propulsion,EV startup,,2000000.0,Bangalore,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,2021,2016.0,"Nakul Kukar, Paras Kaushal",growX ventures,
Pee Safe,HealthTech,Pre-series B,3000000.0,Gurugram,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,2021,2013.0,"Dheeraj Jain, Srijana Bagaria, Vikas Bagaria","Shaival Desai, Alkemi Venture Partners",
Chqbook,FinTech,,1000000.0,Delhi,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.",2021,2017.0,"Mohit Goel, Rajat Kumar, Sachin Arora, Vipul Sharma","Aavishkaar Venture Capital, YWC Venture Capital",
SimpliContract,Tech,Seed,1800000.0,Bangalore,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",2021,2020.0,"Guru Venkatesan, Jinaraj PG, Makesh Kumar",Kalaari Capital,
Dropshop,Logistics,Pre-series A,1000000.0,Bangalore,Building technology to make distribution efficient and cheaper for large and small FMCG companies,2021,2019.0,"Udit Dhawan, Rohit Fernandes, Ravi Teja",Inflection Point Ventures,
Jumbotail,E-Commerce,Debt Financing,4000000.0,Bangalore,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,2021,2015.0,"Ashish Jhina, Karthik Venkateswaran",Alteria Capital,
BYJU'S,EdTech,,350000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,2011.0,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",
Power Gummies,Nutrition,,1000000.0,Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,2021,2018.0,Divij Bajaj,"Venture Catalysts, 9unicorns",
Convosight,Tech,Series A,9000000.0,Delhi,A mission - to help community builders become community entrepreneurs.,2021,2019.0,Tarun Dhamija,Qualgro,
Junio,FinTech,Seed,600000.0,Delhi,Junio is a kids-focused digital pocket money-smart card.,2021,2020.0,Ankit Gera,"Amit Lakhotia, Pravin Jadhav",
Flexmoney,FinTech,Series A,4800000.0,Mumbai,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",2021,2015.0,Yezdi Lashkari,Pravega Ventures,
Fampay,FinTech,Series A,38000000.0,Bangalore,India's first numberless card and UPI without a bank account,2021,2019.0,"Kush Taneja, Sambhav Jain","Greenoaks Capital, Elevation Capital",
Apna,Human Resources,Series B,70000000.0,Bangalore,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,2021,2019.0,Nirmit Parikh,"Sequoia Capital India, rocketship.vc",
XYXX Apparels,Fashion,Series A,4000000.0,Surat,"XYXX Apparels,which runs an eponymous innerwear brand",2021,2017.0,Yogesh Kabra,,
BrowserStack,Tech,Series B,200000000.0,Mumbai,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,2021,2011.0,"Nakul Aggarwal, Ritesh Arora",Accel,
Vital,Insuretech,Pre-series A,3000000.0,Delhi,"An affordable, digital health plan built around to cover both big and small expenses",2021,2018.0,Rahul Kumar,BLinC Invest,
Samaaro,Tech,,125000.0,Bangalore,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",2021,2020.0,"Mayank Banka, Purnank Prakash, Skandha Gopalan","Chaitanya Kalipatnapu, Kedar Gavane",
Imagimake,Innovation management,Pre-series A,500000.0,Mumbai,An innovative play system to help children create their imagination,2021,2011.0,"Disha Katharani, Ravi Kumar","Roha Investment Managers, angel investor Saumil Shah",
MSMEx,EdTech,Pre-series A,1000000.0,Andheri,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,2021,2019.0,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","TNF Ventures, Razorpay",
RenewBuy,Insuretech,Series C,45000000.0,Gurugram,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,2021,2015.0,"Balachander Sekhar, Sandeep Nanda","Lok Capital, IIFL Asset Management",
Kutumb,Community platform,Series A,26000000.0,Bangalore,Kutumb is a social community enabler.,2021,2020.0,"Mohit Sharma, Naveen Dewangan, Vipul Allawadhi","Tiger Global Management, DST Global",
Superplum,AgriTech,Pre-series A,3800000.0,Noida,Building India's most sophisticated platform for high quality fresh food,2021,2019.0,Shobhit Gupta,Marquee investors,
Upside AI,FinTech,Seed,1200000.0,Mumbai,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,2021,2017.0,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners,
Skillmatics,EdTech,Series A,6000000.0,Mumbai,Skillmatics develops learning games for pre-school and primary school kids aged under 10,2021,2016.0,Dhvanil Sheth,Sequoia Capital India,
Bimaplan,Insuretech,Pre-series A,2500000.0,Bangalore,Affordable insurance for the next billion Indians,2021,2020.0,Vikul Goyal,"Roshan Abbas, Ritesh Malik",
Bueno Finance,FinTech,Seed,3000000.0,Gurugram,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",2021,2019.0,"Saurav Gandhi, Sandeep Arora","Goat Capital, JAM Fund",
CityMall,E-Commerce,Series B,22000000.0,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021,2019.0,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures",
BYJU’S,EdTech,,50000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,2011.0,"Byju Raveendran, Divya Gokulnath","Blackstone Group, ADQ",
India Quotient,Venture capitalist,,64000000.0,Mumbai,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,2021,2012.0,"Anand Lunia, Madhukar Sinha",,
Anvidha Technologies,Tech,Seed,1500000.0,Haryana,Anvidha Technologies Private Limited is a HARYANA based private ltd.,2021,2020.0,Ganesh ranganathan iyer,,
CoffeeMug.ai,Networking,Pre-seed,620000.0,Delhi,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",2021,2020.0,"Abhishek Sharma, Dipti Tandon","Paradigm Shift Capital, AngelList India",
BigLeap,Recruitment,,600000.0,Hyderabad,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,2021,2015.0,"Jamesh Johnson, Sainath Malkapuram Goud",Anup Kumar Yama,
Kazam,EV startup,Seed,900000.0,Bangalore,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",2021,2020.0,"Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures,
BimaPe,FinTech,Pre-seed,500000.0,Mumbai,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',2021,2020.0,Rahul Mathur,"iSeed, Titan Capital",
Synapsica,HealthTech,Series A,4000000.0,Delhi,Artificial Intelligence tools to make quality diagnostic assessment available for all.,2021,2017.0,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","IvyCap Ventures, Endiya Partners",
Plutomen,AR startup,,300000.0,Ahmedabad,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,2021,2016.0,Keyur Bhalavat,"GUSEC Seed Fund, DeVX Venture Fund",
GoMechanic,Automotive,Series C,42000000.0,Gurugram,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",2021,2016.0,Kushal Karwa,"Tiger Global, Sequoia",
Grinntech,Automotive,,2000000.0,Chennai,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.",2021,2013.0,"Nikhilesh Mishra, Puneet Jain",,
Nobel Hygiene,HealthTech,,60000000.0,Mumbai,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",2021,1999.0,Johari Kamal,Quadria Capital,
Classplus,EdTech,Series C,65000000.0,Noida,Classplus was born out of an urge to redefine classroom engagement in this country.,2021,2017.0,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global,
WINDO,E-Commerce,Seed,500000.0,Hyderabad,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,2021,2020.0,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,
GoBolt,Logistics,Series B,20000000.0,Gurugram,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",2021,2015.0,"Naitik Baghla, Parag Aggarwal, Sumit Sharma","Paragon Partners, Aavishkaar Capital",
Loco,Gaming,Seed,9000000.0,Bangalore,Loco is India's leading live game streaming app.,2021,2018.0,"Anirudh Pandita, Ashwin Suresh","Krafton, Lumikai",
Auric,HealthTech,Pre-series A,2000000.0,Delhi,Contemporary Beauty & Wellness Brand Based on Ayurveda,2021,2017.0,Deepak Agarwal,Venture Catalysts,
Edmingle,EdTech,,300000.0,Bangalore,Edmingle is a platform for all educators who want to launch their courses and sell them online.,2021,2016.0,Gaurav Doshi,"Indovation Fund, Mumbai Angels",
Slice,FinTech,,20000000.0,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",2021,2016.0,Rajan Bajaj,"Gunosy, Blume Ventures",
Airblack,IT startup,Series A,5200000.0,Gurugram,Airblack is on a mission to help people convert their passion to a livelihood.,2021,2019.0,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital",
Nestroots,Fashion,Seed,100000.0,Gurugram,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",2021,2016.0,Chhavi Singh,We Founder Circle,
Detect Technologies,Automation,,12000000.0,Chennai,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,2021,2016.0,Daniel Raj David,"Accel Partners, Elevation Capital",
CredR,Automotive,,6500000.0,Bangalore,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,2021,2015.0,Sasidhar Nandigam,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",
Fourth Partner Energy,Solar,,125000000.0,Hyderabad,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",2021,2010.0,Vivek Subramanian,"Norfund, The Rise Fund",
